6538125b-57a3-4029-b30f-cf9d48e65b2e::span:16805:16822~~6538125b-57a3-4029-b30f-cf9d48e65b2e::span:16886:16889	2	person1 is followed by "/"
3ac43fd7-5125-48c3-b944-80741004e326::span:731:734~~3ac43fd7-5125-48c3-b944-80741004e326::span:746:750	1	"his wife" is between person1 and person2
8e9b84e5-6b99-46a1-9969-c941e91ee42d::span:1980:1984~~8e9b84e5-6b99-46a1-9969-c941e91ee42d::span:2011:2016	2	because 'son' or 'daughter' is right before person2
80707f8e-7668-43cb-a0a0-04c258274e51::span:3:13~~80707f8e-7668-43cb-a0a0-04c258274e51::span:66:77	2	person1 is the author of the sentence.
5967466e-ff22-4edc-8e86-9afdabc93bf8::span:2139:2151~~5967466e-ff22-4edc-8e86-9afdabc93bf8::span:2164:2178	2	"Sofia" occurs between person1 and person2
1ca2f108-633f-440a-bd6e-d59f7e01316b::span:786:790~~1ca2f108-633f-440a-bd6e-d59f7e01316b::span:903:914	2	person1 is followed by ", who" and "from" is before person2
6f9b06d9-36aa-4fd3-bbfd-5d257957a3a0::span:2061:2066~~6f9b06d9-36aa-4fd3-bbfd-5d257957a3a0::span:2092:2097	1	"wife" follows person1 in the sentence, and "wife" comes within 1 word of person2.
193ab348-820a-4704-8200-5bf2a38d42e8::span:113:124~~193ab348-820a-4704-8200-5bf2a38d42e8::span:229:261	2	person2 ends with person1.
77c632db-103a-491e-ae8c-cd7ef3aace00::span:14775:14779~~77c632db-103a-491e-ae8c-cd7ef3aace00::span:15046:15050	2	person1 is the same as person2
05ae8661-f643-4974-ab9b-93648737e1ad::span:2206:2215~~05ae8661-f643-4974-ab9b-93648737e1ad::span:2221:2233	2	person1 and person2 are not people.
940a06e6-b0e0-4e71-a44b-936700ccd6cc::span:67:86~~940a06e6-b0e0-4e71-a44b-936700ccd6cc::span:119:130	1	the words "and her husband" appears between person1 and person2.
14112548-367a-4de1-85a7-11cd145b18e0::span:3687:3693~~14112548-367a-4de1-85a7-11cd145b18e0::span:3699:3702	1	"wedding" occurs immediately after person1 and person2
97a66231-bc44-443e-be35-485d82528d2f::span:3056:3066~~97a66231-bc44-443e-be35-485d82528d2f::span:3088:3097	2	"plays" occurs between person1 and person2
c19bb988-3bec-4ceb-b26a-ac0d2c32999d::span:1346:1350~~c19bb988-3bec-4ceb-b26a-ac0d2c32999d::span:1426:1437	2	because of the word "co-host" between person1 and person2.
63d7922b-ba07-47d2-88c1-06431c7302a9::span:7837:7847~~63d7922b-ba07-47d2-88c1-06431c7302a9::span:7898:7901	2	The word "email" appears between person1 and person2
8848f296-6e3a-458d-979a-d87524cad514::span:91:95~~8848f296-6e3a-458d-979a-d87524cad514::span:101:106	1	because 'got married' is after person2 and there are less than three people in the sentence
1bb7c175-2fa2-4503-bfcb-4e6ca19b6de8::span:34:42~~1bb7c175-2fa2-4503-bfcb-4e6ca19b6de8::span:109:112	1	because the sentence contains 'cheating on' and 'wife'
931042dc-36bd-4b59-8b1d-3b59796ceb59::span:1750:1753~~931042dc-36bd-4b59-8b1d-3b59796ceb59::span:1910:1912	2	person2 is not a person (malformed example)
a24c965c-06d1-4a9e-abf1-aba00eaddb8d::span:1545:1547~~a24c965c-06d1-4a9e-abf1-aba00eaddb8d::span:1588:1610	1	'married' or 'split' are in the sentence and there are only two people in the sentence
de7b0df3-ed3a-4f5d-a53a-cd24d91240db::span:2149:2159~~de7b0df3-ed3a-4f5d-a53a-cd24d91240db::span:2172:2183	1	The word "fiancé" occurs between person1 and person2.
6ba84121-2be5-40f3-81fd-0ee2f333989e::span:199:214~~6ba84121-2be5-40f3-81fd-0ee2f333989e::span:233:236	1	Because 'husband' or 'wife' or 'spouse' is within 4 words of person1 and person2 
e868c978-9da9-456a-b16c-2a7d4404666a::span:871:877~~e868c978-9da9-456a-b16c-2a7d4404666a::span:997:1001	2	The words "married" or "husband" do not occur between person1 and person2.
c4a07f81-a8c9-4e86-a87c-16144381a6fb::span:3054:3058~~c4a07f81-a8c9-4e86-a87c-16144381a6fb::span:3090:3105	1	Because 'marriage' or 'married' after person2 and there are only two people in the sentence
4dea8778-67ba-40a6-af3f-e4303f2f4dc7::span:463:467~~4dea8778-67ba-40a6-af3f-e4303f2f4dc7::span:482:494	1	person1 is said to have "married" person2 in "2008"
931042dc-36bd-4b59-8b1d-3b59796ceb59::span:3923:3930~~931042dc-36bd-4b59-8b1d-3b59796ceb59::span:4113:4116	2	("sisters" is before person2) and (person1 and person2 are more than 15 words apart)
8ed8e52a-d1e9-4df2-b7cf-c5bf3961d40d::span:4006:4022~~8ed8e52a-d1e9-4df2-b7cf-c5bf3961d40d::span:4044:4048	1	because of the words "his wife" between person1 and person2.
cd9b993c-e130-461a-b072-739402ea3d73::span:1405:1410~~cd9b993c-e130-461a-b072-739402ea3d73::span:1417:1421	2	"office" is immediately after person2
9fef71ac-1d1e-4819-9ee3-04b994161a80::span:1328:1335~~9fef71ac-1d1e-4819-9ee3-04b994161a80::span:1354:1356	1	"husband" occurs immediately before person2
bd43aacf-2b13-40fa-bd9d-e08a3f26d89d::span:2055:2066~~bd43aacf-2b13-40fa-bd9d-e08a3f26d89d::span:2128:2136	1	"Beau Ryan's (Wife)" occurs before person1
e329654e-46f6-4f54-b478-d850cf9c1c08::span:728:731~~e329654e-46f6-4f54-b478-d850cf9c1c08::span:850:871	2	because of the words "her captor" between person1 and person2.
a8488aab-31dc-49d7-83f0-8921c4bda307::span:0:15~~a8488aab-31dc-49d7-83f0-8921c4bda307::span:53:66	1	"husband" occurs before person2
c6a853a3-960e-4857-b048-abb692d1b2cc::span:4629:4634~~c6a853a3-960e-4857-b048-abb692d1b2cc::span:4829:4840	1	The word "wife" appears between person1 and person2
0e096c27-82f7-4be6-a257-212745e4fc88::span:1664:1678~~0e096c27-82f7-4be6-a257-212745e4fc88::span:1708:1721	1	the word "with" is between person1 and person2 and "husband" or "wife" is between them and they are less than 10 words apart
c6a853a3-960e-4857-b048-abb692d1b2cc::span:1271:1280~~c6a853a3-960e-4857-b048-abb692d1b2cc::span:1469:1481	1	"wife" appears between person1 and person2 and the last word of person1 is the same as the last word of person2
e4ecae10-8368-4a2e-80fa-8a7dc1042e60::span:3914:3924~~e4ecae10-8368-4a2e-80fa-8a7dc1042e60::span:3946:3957	1	"husband" occurs between person1 and person2
63d7922b-ba07-47d2-88c1-06431c7302a9::span:3887:3901~~63d7922b-ba07-47d2-88c1-06431c7302a9::span:3927:3939	2	"scornful" appears after person1 and person2
302c9acb-a874-421b-b926-7426d32e0ef2::span:2525:2530~~302c9acb-a874-421b-b926-7426d32e0ef2::span:2695:2700	2	"her boys" occurs between person1 and person2
99b24785-73cd-41e8-a941-2aeb676475e4::span:1397:1403~~99b24785-73cd-41e8-a941-2aeb676475e4::span:1419:1422	1	the phrase 'tied the knot' is within 10 words of person1 and person2
b876307d-bb9c-4218-957c-49331814d906::span:3667:3674~~b876307d-bb9c-4218-957c-49331814d906::span:3711:3716	2	'son' or 'daughter' is between person1 and person2 and 'born' is after them
193ab348-820a-4704-8200-5bf2a38d42e8::span:0:16~~193ab348-820a-4704-8200-5bf2a38d42e8::span:229:261	2	person1 or person2 is at least four words long
d83554df-ec54-4ffc-a56d-f7145374dcdd::span:603:618~~d83554df-ec54-4ffc-a56d-f7145374dcdd::span:643:647	1	"wife" precedes person2
b356a364-d71c-435d-bcb4-359e82f9a60a::span:1913:1922~~b356a364-d71c-435d-bcb4-359e82f9a60a::span:2054:2060	2	Because there are more than four people in the sentence
1c3d813c-0f47-4477-8bc2-e17d295349f3::span:257:268~~1c3d813c-0f47-4477-8bc2-e17d295349f3::span:342:346	1	"his wife" follows person1 in the sentence, and "his wife" comes within 1 word of person2.
b876307d-bb9c-4218-957c-49331814d906::span:4431:4438~~b876307d-bb9c-4218-957c-49331814d906::span:4475:4491	2	because 'Athletic' is in person2
b876307d-bb9c-4218-957c-49331814d906::span:4475:4491~~b876307d-bb9c-4218-957c-49331814d906::span:4504:4514	2	because neither 'wife' nor 'husband' is within two words of person1 or person2
f13ceebb-c515-43b6-a2cf-f7571c41c71c::span:1633:1639~~f13ceebb-c515-43b6-a2cf-f7571c41c71c::span:1709:1719	1	because 'and husband' or 'and wife' is between person1 and person2
63d7922b-ba07-47d2-88c1-06431c7302a9::span:8815:8828~~63d7922b-ba07-47d2-88c1-06431c7302a9::span:8873:8883	2	the sentence only suggests that person2 offered condolences to person1 after his defeat
